genes	hgnc_synonyms	hgnc_genes	phenotype	phenotypeInheritance	geneMimNumber	phenotypeMimNumber	chromosome	comments
GTF2A2|TF2A2	GTF2A2|NA	GTF2A2	NA	NA	600519	NA	15	pseudogenes on chr. 1, 8, 9
BNIP2|NIP2	BNIP2|NA	BNIP2	NA	NA	603292	NA	15	NA
ANXA2|ANX2L4|LPC2D|LIP2	ANXA2|ANXA2|ANXA2|ANXA2,ANXA2P3	ANXA2P3,ANXA2	NA	NA	151740	NA	15	pseudogenes ANX2P1 on 4q21-q31; ANX2P2 on 9p13; ANX2P3 on 10q24-q22
NARG2	ICE2	ICE2	NA	NA	610835	NA	15	pseudogenes on chr.4 and chr.3
RORA	RORA	RORA	NA	NA	600825	NA	15	NA
VPS13C|KIAA1421	VPS13C|VPS13C	VPS13C	NA	NA	608879	NA	15	NA
C2CD4A|NLF1	C2CD4A|C2CD4A	C2CD4A	NA	NA	610343	NA	15	NA
C2CD4B|NLF2	C2CD4B|C2CD4B	C2CD4B	NA	NA	610344	NA	15	NA
TLN2|KIAA0320	TLN2|TLN2	TLN2	NA	NA	607349	NA	15	NA
MIR190A	MIR190A	MIR190A	NA	NA	615845	NA	15	NA
TPM1|CMH3|CMD1Y|LVNC9	TPM1|TPM1|NA|NA	TPM1	Left ventricular noncompaction 9	Autosomal dominant	191010	611878	15	NA
TPM1|CMH3|CMD1Y|LVNC9	TPM1|TPM1|NA|NA	TPM1	Cardiomyopathy, hypertrophic, 3	Autosomal dominant	191010	115196	15	NA
TPM1|CMH3|CMD1Y|LVNC9	TPM1|TPM1|NA|NA	TPM1	Cardiomyopathy, dilated, 1Y	Autosomal dominant	191010	611878	15	NA
LACTB	LACTB	LACTB	NA	NA	608440	NA	15	NA
RPS27L	RPS27L	RPS27L	NA	NA	612055	NA	15	NA
RAB8B	RAB8B	RAB8B	NA	NA	613532	NA	15	NA
APH1B	APH1B	APH1B	NA	NA	607630	NA	15	NA
CA12	CA12	CA12	Hyperchlorhidrosis, isolated	Autosomal recessive	603263	143860	15	NA
USP3	USP3	USP3	NA	NA	604728	NA	15	NA
FBXL22|FBL22	FBXL22|NA	FBXL22	NA	NA	609088	NA	15	NA
DAPK2|DRP1	DAPK2|DENR,DNM1L,UTRN	DENR,UTRN,DAPK2,DNM1L	NA	NA	616567	NA	15	NA
SNX1|SNX1A	SNX1|SNX1	SNX1	NA	NA	601272	NA	15	NA
PPIB|CYPB|OI9	PPIB|PPIB|PPIB	PPIB	Osteogenesis imperfecta, type IX	Autosomal recessive	123841	259440	15	NA
CSNK1G1	CSNK1G1	CSNK1G1	NA	NA	606274	NA	15	NA
PAF|OEATC1|KIAA0101	NA|NA|KIAA0101	KIAA0101	NA	NA	610696	NA	15	NA
TRIP4|ASC1	TRIP4|NA	TRIP4	NA	NA	604501	NA	15	NA
OAZ2	OAZ2	OAZ2	NA	NA	604152	NA	15	NA
PIF1|PIF	PIF1|DCD	PIF1,DCD	NA	NA	610953	NA	15	NA
ACP33|MAST|SPG21	SPG21|SPG21|SPG21	SPG21	Mast syndrome	Autosomal recessive	608181	248900	15	NA
MTFMT|COXPD15	MTFMT|NA	MTFMT	Combined oxidative phosphorylation deficiency 15	Autosomal recessive	611766	614947	15	NA
OSTB	NA	NA	NA	NA	612085	NA	15	NA
KBTBD13|NEM6	KBTBD13|KBTBD13	KBTBD13	Nemaline myopathy 6, autosomal dominant	Autosomal dominant	613727	609273	15	NA
PDCD7	PDCD7	PDCD7	NA	NA	608138	NA	15	NA
CLPX	CLPX	CLPX	NA	NA	615611	NA	15	NA
CILP	CILP	CILP	Lumbar disc disease, susceptibility to	None	603489	603932	15	NA
RNU5A|RNU5	RNU5A-1|NA	RNU5A-1	NA	NA	180691	NA	15	NA
PUNC	IGDCC3	IGDCC3	NA	NA	604184	NA	15	NA
IGDCC4|NOPE|KIAA1628	IGDCC4|IGDCC4|NA	IGDCC4	NA	NA	616810	NA	15	NA
DPP8	DPP8	DPP8	NA	NA	606819	NA	15	NA
PTPLAD1|BIND1|HACD3	HACD3|NA|HACD3	HACD3	NA	NA	615940	NA	15	NA
SLC24A1|NCKX1|CSNB1D	SLC24A1|SLC24A1|SLC24A1	SLC24A1	Night blindness, congenital stationary (complete), 1D, autosomal recessive	Autosomal recessive	603617	613830	15	NA
DENND4A	DENND4A	DENND4A	NA	NA	600382	NA	15	NA
RAB11A	RAB11A	RAB11A	NA	NA	605570	NA	15	NA
MEGF11|KIAA1781	MEGF11|MEGF11	MEGF11	NA	NA	612454	NA	15	NA
DIS3L|DIS3L1|KIAA1955	DIS3L|DIS3L|DIS3L	DIS3L	NA	NA	614183	NA	15	NA
TIPIN	TIPIN	TIPIN	NA	NA	610716	NA	15	NA
MAP2K1|PRKMK1|MKK1|MEK1|CFC3	MAP2K1|MAP2K1|NA|MAP2K1|NA	MAP2K1	Cardiofaciocutaneous syndrome 3	None	176872	615279	15	pseudogene on 8p21
SNAPC5|SNAP19	SNAPC5|SNAPC5	SNAPC5	NA	NA	605979	NA	15	NA
RPL4	RPL4	RPL4	NA	NA	180479	NA	15	NA
ZWILCH	ZWILCH	ZWILCH	NA	NA	609984	NA	15	NA
SMAD6|MADH6|AOVD2	SMAD6|SMAD6,SMAD9|NA	SMAD6,SMAD9	Aortic valve disease 2	Autosomal dominant	602931	614823	15	NA
STQTL16	NA	NA	Stature QTL 16	None	612579	612579	15	associated with rs8038652
SMAD3|MADH3|LDS3	SMAD3|SMAD3|NA	SMAD3	Loeys-Dietz syndrome 3	Autosomal dominant	603109	613795	15	NA
GLM4	NA	NA	Glioma susceptibility 4	None	607248	607248	15	max lod at D15S130
AAGAB|p34|PPKP1A|PPKP1|KPPP1	AAGAB|AAGAB,CCNH|NA|NA|NA	AAGAB,CCNH	Keratoderma, palmoplantar, punctate type IA	Autosomal dominant	614888	148600	15	NA
IQCH|NYDSP5	IQCH,SPATA17|NA	IQCH,SPATA17	NA	NA	612523	NA	15	NA
MAP2K5|PRKMK5|MEK5|MAPKK5	MAP2K5|MAP2K5|MAP2K5|MAP2K5	MAP2K5	NA	NA	602520	NA	15	NA
LBXCOR1|CORL1	SKOR1|SKOR1	SKOR1	NA	NA	611273	NA	15	NA
RNU6-1|RNU6A|RNU6	RNU6-1|RNU6-1|NA	RNU6-1	NA	NA	180692	NA	15	NA
PIAS1|DDXBP1|GBP	PIAS1|PIAS1|HADHA,LGALS1,PIAS1,TMEM132A	LGALS1,PIAS1,TMEM132A,HADHA	NA	NA	603566	NA	15	NA
CLN6|CLN4A	CLN6|NA	CLN6	Ceroid lipofuscinosis, neuronal, Kufs type, adult onset	Autosomal recessive	606725	204300	15	NA
CLN6|CLN4A	CLN6|NA	CLN6	Ceroid lipofuscinosis, neuronal, 6	Autosomal recessive	606725	601780	15	NA
FEM1B|KIAA0396	FEM1B|NA	FEM1B	NA	NA	613539	NA	15	NA
ITGA11	ITGA11	ITGA11	NA	NA	604789	NA	15	NA
CORO2B|CLIPINC	CORO2B|NA	CORO2B	NA	NA	605002	NA	15	NA
ANP32A|PHAP1	ANP32A|NA	ANP32A	NA	NA	600832	NA	15	NA
NOX5	NOX5	NOX5	NA	NA	606572	NA	15	NA
SPESP1	SPESP1	SPESP1	NA	NA	609399	NA	15	NA
EWSAT1|LINC00277	EWSAT1|EWSAT1	EWSAT1	NA	NA	616492	NA	15	NA
GLCE|HSEPI|KIAA0836	GLCE|GLCE|GLCE	GLCE	NA	NA	612134	NA	15	NA
PAQR5|MPRG	PAQR5|PAQR5	PAQR5	NA	NA	607781	NA	15	NA
KIF23|KNSL5|MKLP1	KIF23|KIF23|KIF23	KIF23	NA	NA	605064	NA	15	NA
RPLP1	RPLP1	RPLP1	NA	NA	180520	NA	15	NA
DRAIC	DRAIC	DRAIC	NA	NA	616387	NA	15	NA
PCAT29	PCAT29	PCAT29	NA	NA	616273	NA	15	NA
TLE3|ESG	TLE3|TLE1,TLE2,TLE3,TLE4	TLE3,TLE2,TLE1,TLE4	NA	NA	600190	NA	15	NA
UACA|NUCLING	UACA|NA	UACA	NA	NA	612516	NA	15	NA
LARP6|ACHN	LARP6|NA	LARP6	NA	NA	611300	NA	15	NA
THAP10	THAP10	THAP10	NA	NA	612538	NA	15	NA
THSD4|ADAMTSL6	THSD4|THSD4	THSD4	NA	NA	614476	NA	15	NA
NR2E3|PNR|ESCS|RP37	NR2E3|NR2E3,TAAR5|NA|NR2E3	TAAR5,NR2E3	Retinitis pigmentosa 37	Autosomal dominant; Autosomal recessive	604485	611131	15	near BBS4
NR2E3|PNR|ESCS|RP37	NR2E3|NR2E3,TAAR5|NA|NR2E3	TAAR5,NR2E3	Enhanced S-cone syndrome	Autosomal recessive	604485	268100	15	near BBS4
MYO9A	MYO9A	MYO9A	NA	NA	604875	NA	15	NA
SENP8|NEDP1|DEN1	SENP8|SENP8|SENP8	SENP8	NA	NA	608659	NA	15	NA
PKM|PKM2|PK3|PKM2|THBP1	PKM|PKM|PKM|PKM|PKM	PKM	NA	NA	179050	NA	15	NA
CELF6|BRUNOL6	CELF6|CELF6	CELF6	NA	NA	612681	NA	15	NA
HEXA|TSD	HEXA|NA	HEXA	GM2-gangliosidosis, several forms	Autosomal recessive	606869	272800	15	on 15q+ in APL
HEXA|TSD	HEXA|NA	HEXA	Hex A pseudodeficiency	Autosomal recessive	606869	272800	15	on 15q+ in APL
HEXA|TSD	HEXA|NA	HEXA	Tay-Sachs disease	Autosomal recessive	606869	272800	15	on 15q+ in APL
CILD8	NA	NA	Ciliary dyskinesia, primary, 8	None	612274	612274	15	max lod at D15S154
DEL15q24|CHR15DELq24	NA|NA	NA	Chromosome 15q24 deletion syndrome	Isolated cases	613406	613406	15	contiguous gene deletion syndrome
ENFL2	NA	NA	Epilepsy, nocturnal frontal lobe, type 2	Autosomal dominant	603204	603204	15	some ENFL not on 20q or 15q
MRST	NA	NA	Mental retardation, severe, with spasticity and tapetoretinal degeneration	None	602685	602685	15	NA
ARIH1|ARI|UBCH7BP	ARIH1|ARIH1|ARIH1	ARIH1	NA	NA	605624	NA	15	NA
BBS4	BBS4	BBS4	Bardet-Biedl syndrome 4	Autosomal recessive	600374	615982	15	NA
ADPGK	ADPGK	ADPGK	NA	NA	611861	NA	15	NA
NEO1|NGN	NEO1|NEO1	NEO1	NA	NA	601907	NA	15	NA
HCN4|SSS2	HCN4|NA	HCN4	Sick sinus syndrome 2	Autosomal dominant	605206	163800	15	NA
HCN4|SSS2	HCN4|NA	HCN4	Brugada syndrome 8	None	605206	613123	15	NA
NPTN|SDFR1|GP55|NP55|GP65|NP65	NPTN|NPTN|NPTN|NA|NPTN|NA	NPTN	NA	NA	612820	NA	15	NA
NPTNIT1	NA	NA	NA	NA	615176	NA	15	NA
CD276|B7H3	CD276|CD276	CD276	NA	NA	605715	NA	15	NA
LOXL1AS1	NA	NA	NA	NA	616800	NA	15	NA
LOXL1|LOXL	LOXL1|LOXL1	LOXL1	Exfoliation syndrome, susceptibility to	Autosomal dominant	153456	177650	15	NA
STOML1|STORP	STOML1|STOML1	STOML1	NA	NA	608326	NA	15	NA
PML|MYL	PML|PML	PML	Leukemia, acute promyelocytic, PML/RARA type	None	102578	NA	15	fused with RARA in APL
GOLGA6|GLP	GOLGA6A|GOLGA6A	GOLGA6A	NA	NA	610288	NA	15	NA
ISLR2|LINX|KIAA1464	ISLR2|NA|RANBP10	RANBP10,ISLR2	NA	NA	614179	NA	15	NA
ISLR	ISLR	ISLR	NA	NA	602059	NA	15	NA
STRA6|MCOPS9|MCOPCB8	STRA6|NA|NA	STRA6	Microphthalmia, syndromic 9	Autosomal recessive	610745	601186	15	NA
STRA6|MCOPS9|MCOPCB8	STRA6|NA|NA	STRA6	Microphthalmia, isolated, with coloboma 8	Autosomal recessive	610745	601186	15	NA
CYP11A1|P450SCC	CYP11A1|CYP11A1	CYP11A1	Adrenal insufficiency, congenital, with 46XY sex reversal, partial or complete	None	118485	613743	15	NA
SEMA7A|SEMAL|SEMAK1|CDW108|JMH	SEMA7A|SEMA7A|NA|NA|NA	SEMA7A	Blood group, John-Milton-Hagen system	None	607961	614745	15	NA
UBL7	UBL7	UBL7	NA	NA	609748	NA	15	NA
ARID3B|DRIL2|BDP	ARID3B|ARID3B|ARID3B,PPM1K	ARID3B,PPM1K	NA	NA	612457	NA	15	NA
CLK3	CLK3	CLK3	NA	NA	602990	NA	15	NA
EDC3|YJDC|MRT50	EDC3|EDC3|NA	EDC3	?Mental retardation, autosomal recessive 50	Autosomal recessive	609842	616460	15	mutation identified in 1 MRT50 family
CYP1A1|CYP1	CYP1A1|CYP1A1,CYP27B1,CYP2A	CYP1A1,CYP2A,CYP27B1	NA	NA	108330	NA	15	head-to-head with CYP1A2
CYP1A2	CYP1A2	CYP1A2	NA	NA	124060	NA	15	23.3kb from CYP1A1
CSK	CSK	CSK	NA	NA	124095	NA	15	NA
ULK3	ULK3	ULK3	NA	NA	613472	NA	15	NA
SCAMP2	SCAMP2	SCAMP2	NA	NA	606912	NA	15	NA
MPI|PMI1|CDG1B	MPI|PMM2|NA	PMM2,MPI	Congenital disorder of glycosylation, type Ib	Autosomal recessive	154550	602579	15	NA
COX5A	COX5A	COX5A	NA	NA	603773	NA	15	pseudogene on 14q22
SCAMP5	SCAMP5	SCAMP5	NA	NA	613766	NA	15	NA
PPCDC	PPCDC	PPCDC	NA	NA	609854	NA	15	NA
COMMD4	COMMD4	COMMD4	NA	NA	616701	NA	15	NA
NEIL1|NEI1|FPG1	NEIL1|NEIL1|NEIL1	NEIL1	NA	NA	608844	NA	15	NA
MAN2C1|MANA	MAN2C1|MAN2C1	MAN2C1	NA	NA	154580	NA	15	NA
SIN3A	SIN3A	SIN3A	NA	NA	607776	NA	15	NA
PTPN9	PTPN9	PTPN9	NA	NA	600768	NA	15	NA
IMP3|MRPS4|BRMS2	IGF2BP3,IMP3,SPPL2A|IMP3|IMP3	SPPL2A,IMP3,IGF2BP3	NA	NA	612980	NA	15	NA
CSPG4|MCSPG|MSK16|NG2	CSPG4|CSPG4|ACAN,CSPG4|CSPG4,RNF5	ACAN,RNF5,CSPG4	NA	NA	601172	NA	15	NA
UBE2Q2|LOC92912	UBE2Q2|NA	UBE2Q2	NA	NA	612501	NA	15	NA
FBXO22|FBX22	FBXO22|FBXO22	FBXO22	NA	NA	609096	NA	15	NA
NRG4|HRG4	NRG4|NRG4,UNC119	UNC119,NRG4	NA	NA	610894	NA	15	NA
ETFA|GA2|MADD	ETFA|ETFA|ETFA,MADD	ETFA,MADD	Glutaric acidemia IIA	Autosomal recessive	608053	231680	15	NA
SCAPER|KIAA1454	SCAPER|NA	SCAPER	NA	NA	611611	NA	15	NA
RCN2|ERC55	RCN2|RCN2	RCN2	NA	NA	602584	NA	15	NA
PSTPIP1|PSTPIP|CD2BP1|PAPAS	PSTPIP1|PSTPIP1|PSTPIP1|PSTPIP1	PSTPIP1	Pyogenic sterile arthritis, pyoderma gangrenosum, and acne	Autosomal dominant	606347	604416	15	NA
TSPAN3	TSPAN3	TSPAN3	NA	NA	613134	NA	15	NA
PEAK1|KIAA2002	PEAK1|PEAK1	PEAK1	NA	NA	614248	NA	15	NA
HMG20A	HMG20A	HMG20A	NA	NA	605534	NA	15	NA
LRRN6A|LERN1|LINGO1	LINGO1|LINGO1|LINGO1	LINGO1	NA	NA	609791	NA	15	NA
DEL15q25|C15DELq25	NA|NA	NA	Chromosome 15q25 deletion syndrome	Autosomal dominant	614294	614294	15	chr15:82,889,423-83,552,890, NCBI36
DFNA30	DFNA30	DFNA30	Deafness, autosomal dominant 30	Autosomal dominant	606451	606451	15	NA
POROK4|DSAP2	NA|NA	NA	Porokeratosis 4, disseminated superficial actinic	None	607728	607728	15	between D15S1023 and D15S1030
CIB2|KIP2	CIB2|CDKN1C,CIB2	CIB2,CDKN1C	Deafness, autosomal recessive 48	Autosomal recessive	605564	609439	15	NA
CIB2|KIP2	CIB2|CDKN1C,CIB2	CIB2,CDKN1C	Usher syndrome, type IJ	Autosomal recessive	605564	614869	15	NA
IDH3A	IDH3A	IDH3A	NA	NA	601149	NA	15	NA
ACSBG1|BG|BG1|KIAA0631	ACSBG1|APOH|ACSBG1|ACSBG1	ACSBG1,APOH	NA	NA	614362	NA	15	NA
CRABP1|RBP5	CRABP1|CRABP1,RBP5	CRABP1,RBP5	NA	NA	180230	NA	15	distal to APL breakpoint
IREB2	IREB2	IREB2	NA	NA	147582	NA	15	NA
AGPHD1	HYKK	HYKK	NA	NA	614681	NA	15	NA
PSMA4|PSC9|HC9	PSMA4|NA|PSMA4	PSMA4	NA	NA	176846	NA	15	NA
CHRNA5|LNCR2	CHRNA5|NA	CHRNA5	Lung cancer susceptibility 2	None	118505	612052	15	NA
CHRNA5|LNCR2	CHRNA5|NA	CHRNA5	Nicotine dependence, susceptibility to	None	118505	612052	15	NA
CHRNA3|LNCR2|PAOD2	CHRNA3|NA|NA	CHRNA3	Lung cancer susceptibility 2	None	118503	612052	15	NA
CHRNB4	CHRNB4	CHRNB4	NA	NA	118509	NA	15	NA
ADAMTS7	ADAMTS7	ADAMTS7	NA	NA	605009	NA	15	NA
MORF4L1|MRG15	MORF4L1|MORF4L1	MORF4L1	NA	NA	607303	NA	15	NA
CTSH	CTSH	CTSH	NA	NA	116820	NA	15	NA
MIR184|MIRN184|KTCNCT|EDICT	MIR184|MIR184|NA|NA	MIR184	EDICT syndrome	Autosomal dominant	613146	614303	15	NA
MTHFS	MTHFS	MTHFS	NA	NA	604197	NA	15	NA
BCL2A1	BCL2A1	BCL2A1	NA	NA	601056	NA	15	NA
ZFAND6|ZA20D3|AWP1	ZFAND6|ZFAND6|ZFAND6	ZFAND6	NA	NA	610183	NA	15	NA
FAH	FAH,FANCA	FAH,FANCA	Tyrosinemia, type I	Autosomal recessive	613871	276700	15	NA
ARNT2|WEDAS	ARNT2|NA	ARNT2	?Webb-Dattani syndrome	Autosomal recessive	606036	615926	15	mutation identified in 1 WEDAS family
KIAA1199	CEMIP	CEMIP	NA	NA	608366	NA	15	NA
MESDC2|MESD|BOCA|KIAA0081	MESDC2|MESDC2|MESDC2|MESDC2	MESDC2	NA	NA	607783	NA	15	NA
MESDC1	MESDC1	MESDC1	NA	NA	615466	NA	15	NA
IL16|LCF	IL16|IL16	IL16	NA	NA	603035	NA	15	NA
STARD5	STARD5	STARD5	NA	NA	607050	NA	15	NA
MEX3B|RKHD3	MEX3B|MEX3B	MEX3B	NA	NA	611008	NA	15	NA
RPS17|RPS17L1|RPS17L2|DBA4	RPS17|RPS17,RPS17P2|RPS17,RPS17P3|NA	RPS17P2,RPS17,RPS17P3	Diamond-Blackfan anemia 4	None	180472	612527	15	previously on chr.11; pseudogenes on 5q33-qter and 17q
CPEB1	CPEB1	CPEB1	NA	NA	607342	NA	15	NA
AP3B2|NAPTB	AP3B2|AP3B2	AP3B2	NA	NA	602166	NA	15	NA
SCARNA15|ACA45	SCARNA15|SCARNA15	SCARNA15	NA	NA	612675	NA	15	NA
WHDC1|WHAMM|KIAA1971	WHAMM|WHAMM|WHAMM	WHAMM	NA	NA	612393	NA	15	NA
HOMER2|HOMER2B|HOMER2A|DFNA68	HOMER2|NA|NA|NA	HOMER2	?Deafness, autosomal dominant 68	Autosomal dominant	604799	616707	15	mutation identified in 1 DFNA68 family
FAM103A1|RAM	FAM103A1|FAM103A1,RAB27A,CCDC26	FAM103A1,RAB27A,CCDC26	NA	NA	614547	NA	15	NA
TM6SF1	TM6SF1	TM6SF1	NA	NA	606562	NA	15	NA
HRP3|HDGFRP3	NA|NA	NA	NA	NA	616643	NA	15	NA
BNC1	ASIC2,BNC1	BNC1,ASIC2	NA	NA	601930	NA	15	NA
SH3GL3	SH3GL3	SH3GL3	NA	NA	603362	NA	15	NA
ADAMTSL3|KIAA1233	ADAMTSL3|ADAMTSL3	ADAMTSL3	NA	NA	609199	NA	15	NA
SCAND2	SCAND2P	SCAND2P	NA	NA	610417	NA	15	NA
WDR73|HSPC264|GAMOS	WDR73|WDR73|NA	WDR73	Galloway-Mowat syndrome	Autosomal recessive	616144	251300	15	NA
NMB	GPNMB,NMB	NMB,GPNMB	NA	NA	162340	NA	15	NA
CHNG3|RTSH	NA|NA	NA	Hypothyroidism, congenital, nongoitrous, 3	None	609893	609893	15	max lod at D15S655
MDD2	NA	NA	Major depressive disorder 2	None	608691	608516	15	NA
ZNF592|KIAA0211	ZNF592|ZNF592	ZNF592	NA	NA	613624	NA	15	NA
SLC28A1|CNT1	SLC28A1|SLC28A1	SLC28A1	NA	NA	606207	NA	15	NA
PDE8A	PDE8A	PDE8A	NA	NA	602972	NA	15	NA
AKAP13|HT31|LBC|BRX	AKAP13|NA|AKAP13|AKAP13,CHIC1	CHIC1,AKAP13	NA	NA	604686	NA	15	NA
AGBL1|CCP4|FECD8	AGBL1|AGBL1|NA	AGBL1	Corneal dystrophy, Fuchs endothelial, 8	Autosomal dominant	615496	615523	15	NA
NTRK3|TRKC	NTRK3|NTRK3	NTRK3	NA	NA	191316	NA	15	NA
MRPL46	MRPL46	MRPL46	NA	NA	611851	NA	15	NA
MRPS11	MRPS11	MRPS11	NA	NA	611977	NA	15	NA
DEL15q26qter|C15DELq26qter	NA|NA	NA	Chromosome 15q26-qter deletion syndrome	Isolated cases	612626	612626	15	contiguous gene deletion syndrome
DIH1|HCD	DIH1|DIH1	DIH1	Hernia, congenital diaphragmatic 1	Multifactorial	142340	142340	15	NA
IDDM3	IDDM3	IDDM3	Diabetes mellitus, insulin-dependent, 3	None	600318	600318	15	NA
LVSKS	NA	NA	Levy-Shanske syndrome	None	614846	614846	15	NA
OTSC1|OTS	OTSC1|OTSC1	OTSC1	Otosclerosis 1	Autosomal dominant	166800	166800	15	NA
VVS	NA	NA	Syncope, familial vasovagal	Autosomal dominant	609289	609289	15	NA
DET1	DET1	DET1	NA	NA	608727	NA	15	NA
ISG20L1|AEN	AEN|AEN	AEN	NA	NA	610177	NA	15	NA
ISG20|HEM45	ISG20|ISG20	ISG20	NA	NA	604533	NA	15	NA
ACAN|AGC1|CSPG1|MSK16|SEDK	ACAN|ACAN|ACAN|ACAN,CSPG4|NA	ACAN,CSPG4	Spondyloepiphyseal dysplasia, Kimberley type	Autosomal dominant	155760	608361	15	NA
ACAN|AGC1|CSPG1|MSK16|SEDK	ACAN|ACAN|ACAN|ACAN,CSPG4|NA	ACAN,CSPG4	Spondyloepimetaphyseal dysplasia, aggrecan type	None	155760	612813	15	NA
ACAN|AGC1|CSPG1|MSK16|SEDK	ACAN|ACAN|ACAN|ACAN,CSPG4|NA	ACAN,CSPG4	Osteochondritis dissecans, short stature, and early-onset osteoarthritis	Autosomal dominant	155760	165800	15	NA
MFGE8	MFGE8	MFGE8	NA	NA	602281	NA	15	NA
ABHD2|LABH2	ABHD2|ABHD2	ABHD2	NA	NA	612196	NA	15	NA
RLBP1	RLBP1	RLBP1	Bothnia retinal dystrophy	Autosomal recessive	180090	607475	15	NA
RLBP1	RLBP1	RLBP1	Retinitis punctata albescens	Autosomal dominant	180090	136880	15	NA
RLBP1	RLBP1	RLBP1	Newfoundland rod-cone dystrophy	None	180090	607476	15	NA
RLBP1	RLBP1	RLBP1	Fundus albipunctatus	Autosomal dominant	180090	136880	15	NA
FANCI|KIAA1794	FANCI|FANCI	FANCI	Fanconi anemia, complementation group I	None	611360	609053	15	NA
POLG|POLG1|POLGA|PEO|SANDO|SCAE|MTDPS4A|MTDPS4B|MIRAS	POLG|POLG|POLG|C10orf2|NA|NA|NA|NA|NA	POLG,C10orf2	Mitochondrial DNA depletion syndrome 4A (Alpers type)	Autosomal recessive	174763	203700	15	PEO also digenic with C10orf2
POLG|POLG1|POLGA|PEO|SANDO|SCAE|MTDPS4A|MTDPS4B|MIRAS	POLG|POLG|POLG|C10orf2|NA|NA|NA|NA|NA	POLG,C10orf2	Progressive external ophthalmoplegia, autosomal recessive 1	Autosomal recessive	174763	258450	15	PEO also digenic with C10orf2
POLG|POLG1|POLGA|PEO|SANDO|SCAE|MTDPS4A|MTDPS4B|MIRAS	POLG|POLG|POLG|C10orf2|NA|NA|NA|NA|NA	POLG,C10orf2	Progressive external ophthalmoplegia, autosomal dominant 1	Autosomal dominant	174763	157640	15	PEO also digenic with C10orf2
POLG|POLG1|POLGA|PEO|SANDO|SCAE|MTDPS4A|MTDPS4B|MIRAS	POLG|POLG|POLG|C10orf2|NA|NA|NA|NA|NA	POLG,C10orf2	Mitochondrial recessive ataxia syndrome (includes SANDO and SCAE)	Autosomal recessive	174763	607459	15	PEO also digenic with C10orf2
POLG|POLG1|POLGA|PEO|SANDO|SCAE|MTDPS4A|MTDPS4B|MIRAS	POLG|POLG|POLG|C10orf2|NA|NA|NA|NA|NA	POLG,C10orf2	Mitochondrial DNA depletion syndrome 4B (MNGIE type)	Autosomal recessive	174763	613662	15	PEO also digenic with C10orf2
MIR9-3|MIRN9-3	MIR9-3|MIR9-3	MIR9-3	NA	NA	611188	NA	15	NA
RHCG|RHGK	RHCG|RHCG	RHCG	NA	NA	605381	NA	15	NA
C15orf42|TRESLIN	TICRR|NA	TICRR	NA	NA	613298	NA	15	NA
KIF7|HLS2|ACLS|JBTS12|AGBK	KIF7|SERPIND1|ACLS,GLI3|KIF7|NA	KIF7,ACLS,SERPIND1,GLI3	Joubert syndrome 12	Autosomal recessive	611254	200990	15	mutation identified in 1 HLS2 family and 1 AGBK family
KIF7|HLS2|ACLS|JBTS12|AGBK	KIF7|SERPIND1|ACLS,GLI3|KIF7|NA	KIF7,ACLS,SERPIND1,GLI3	Acrocallosal syndrome	Autosomal recessive	611254	200990	15	mutation identified in 1 HLS2 family and 1 AGBK family
KIF7|HLS2|ACLS|JBTS12|AGBK	KIF7|SERPIND1|ACLS,GLI3|KIF7|NA	KIF7,ACLS,SERPIND1,GLI3	?Hydrolethalus syndrome 2	Autosomal recessive	611254	614120	15	mutation identified in 1 HLS2 family and 1 AGBK family
KIF7|HLS2|ACLS|JBTS12|AGBK	KIF7|SERPIND1|ACLS,GLI3|KIF7|NA	KIF7,ACLS,SERPIND1,GLI3	?Al-Gazali-Bakalinova syndrome	Autosomal recessive	611254	607131	15	mutation identified in 1 HLS2 family and 1 AGBK family
PLIN1|PLIN|FPLD4	PLIN1|PLIN1|NA	PLIN1	Lipodystrophy, familial partial, type 4	Autosomal dominant	170290	613877	15	NA
PEX11A	PEX11A	PEX11A	NA	NA	603866	NA	15	NA
MESP1	MESP1	MESP1	NA	NA	608689	NA	15	NA
MESP2|SCDO2	MESP2|MESP2	MESP2	Spondylocostal dysostosis 2, autosomal recessive	None	605195	608681	15	NA
ANPEP|PEPN|CD13	ANPEP|ANPEP|ANPEP	ANPEP	NA	NA	151530	NA	15	NA
C15orf38|ARPIN	ARPIN|ARPIN	ARPIN	NA	NA	615543	NA	15	NA
IDH2|IDPM|D2HGA2	IDH2|NA|NA	IDH2	D-2-hydroxyglutaric aciduria 2	None	147650	613657	15	NA
CIB|KIP	ABHD14B,CIB1|CIB1	CIB1,ABHD14B	NA	NA	602293	NA	15	NA
NGRN	NGRN	NGRN	NA	NA	616718	NA	15	NA
IQGAP1|SAR1	IQGAP1|IQGAP1,SAR1A	SAR1A,IQGAP1	NA	NA	603379	NA	15	amplified in gastric cancer
CRTC3|TORC3	CRTC3|NA	CRTC3	NA	NA	608986	NA	15	NA
RECQL3|RECQ2|BLM|BS	BLM|BLM|BLM|BLM	BLM	Bloom syndrome	Autosomal recessive	604610	210900	15	NA
FURIN|PACE|FUR|PCSK3	FURIN|FURIN|FURIN|FURIN	FURIN	NA	NA	136950	NA	15	less than 1.1kb 5' to FES
FES	FES	FES	NA	NA	190030	NA	15	NA
MAN2A2|MANA2X	MAN2A2|MAN2A2	MAN2A2	NA	NA	600988	NA	15	NA
