phenotype	phenotypeInheritance	phenotypeMimNumber	chromosome	gene	geneMimNumber	comments
NA	NA	NA	16	USP7,HAUSP	602519	previously reported to map to 3p21
Epilepsy, focal, with speech disorder and with or without mental retardation	Autosomal dominant	245570	16	GRIN2A,NMDAR2A,FESD,LKS	138253	NA
NA	NA	NA	16	ATF7IP2,MCAF2	613645	NA
Nephrotic syndrome, type 10	None	615861	16	EMP2,NPHS10	602334	NA
NA	NA	NA	16	NUBP1,NBP	600280	NA
Rheumatoid arthritis, susceptibility to	None	180300	16	MHC2TA,C2TA	600005	NA
Bare lymphocyte syndrome, type II, complementation group A	Autosomal recessive	209920	16	MHC2TA,C2TA	600005	NA
NA	NA	NA	16	CLEC16A,KIAA0350	611303	NA
NA	NA	NA	16	SOCS1,SSI1,CIS1,CISH1	603597	NA
NA	NA	NA	16	TNP2	190232	in 13kb segment with PRM1 and PRM2
NA	NA	NA	16	PRM2	182890	in same 4.8kb fragment as PRM2
NA	NA	NA	16	PRM1	182880	16q21 = conflicting localization
NA	NA	NA	16	C16orf75,RMI2,BLAP18	612426	NA
Charcot-Marie-Tooth disease, type 1C	Autosomal dominant	601098	16	LITAF,CMT1C	603795	NA
NA	NA	NA	16	SNN	603032	NA
NA	NA	NA	16	BCAR4	613746	NA
NA	NA	NA	16	RSL1D1,CSIG,PBK1	615874	NA
NA	NA	NA	16	GSPT1	139259	NA
NA	NA	NA	16	TNFRSF17,BCMA	109545	NA
NA	NA	NA	16	CPPED1	615603	NA
NA	NA	NA	16	SHISA9,CKAMP44	613346	NA
Xeroderma pigmentosum, group F	Autosomal recessive	278760	16	ERCC4,XPF,FANCQ,XFEPS	133520	mutation identified in 1 XFEPS patient
Fanconi anemia, complementation group Q	Autosomal recessive	615272	16	ERCC4,XPF,FANCQ,XFEPS	133520	mutation identified in 1 XFEPS patient
?XFE progeroid syndrome	None	610965	16	ERCC4,XPF,FANCQ,XFEPS	133520	mutation identified in 1 XFEPS patient
Xeroderma pigmentosum, type F/Cockayne syndrome	Autosomal recessive	278760	16	ERCC4,XPF,FANCQ,XFEPS	133520	mutation identified in 1 XFEPS patient
NA	NA	NA	16	MKL2,MRTFB	609463	NA
NA	NA	NA	16	MIR193B	614734	NA
NA	NA	NA	16	MIR365A	614735	NA
Pulmonary fibrosis and/or bone marrow failure, telomere-related, 4	Autosomal dominant	616371	16	PARN,DAN,DKCB6,PFBMFT4	604212	NA
Dyskeratosis congenita, autosomal recessive 6	Autosomal recessive	616353	16	PARN,DAN,DKCB6,PFBMFT4	604212	NA
NA	NA	NA	16	PLA2G10,SPLA2,GXSPLA2	603603	NA
NA	NA	NA	16	NOMO1	609157	NA
NA	NA	NA	16	NPIP	606406	NA
NA	NA	NA	16	PDXDC1,KIAA0251	614244	NA
NA	NA	NA	16	NTAN1	615367	NA
NA	NA	NA	16	RRN3,TIFIA	605121	NA
NA	NA	NA	16	KIAA0430,LKAP,MARF1	614593	NA
Lissencephaly 4 (with microcephaly)	Autosomal recessive	614019	16	NDE1,NUDE,LIS4,MHAC	609449	mutation identified in 1 MHAC family
?Microhydranencephaly	Autosomal recessive	605013	16	NDE1,NUDE,LIS4,MHAC	609449	mutation identified in 1 MHAC family
Aortic aneurysm, familial thoracic 4	Autosomal dominant	132900	16	MYH11,AAT4,FAA4	160745	fused with CBFB by inversion in acute myelomonocytic leukemia
NA	NA	NA	16	ABCC1,MRP1,MRP	158343	NA
Arterial calcification, generalized, of infancy, 2	Autosomal recessive	614473	16	ABCC6,ARA,ABC34,MLP1,PXE,GACI2	603234	NA
Pseudoxanthoma elasticum, forme fruste	Autosomal dominant	177850	16	ABCC6,ARA,ABC34,MLP1,PXE,GACI2	603234	NA
Pseudoxanthoma elasticum	Autosomal recessive	264800	16	ABCC6,ARA,ABC34,MLP1,PXE,GACI2	603234	NA
NA	NA	NA	16	NOMO3	609159	NA
Chromosome 16p12.1 deletion syndrome, 520kb	None	136570	16	DEL16p12.1,C16DELp12.1	136570	between 21.85-22.37 Mb
Epilepsy, rolandic, with paroxysmal exercise-induced dystonia and writer's cramp	Autosomal recessive	608105	16	EPRPDC	608105	between D16S3133 and D16S3131
Major affective disorder 4	None	611247	16	MAFD4,BPAD	611247	max lod at D16S769
Retinitis pigmentosa 22	None	602594	16	RP22	602594	NA
Desbuquois dysplasia 2	Autosomal recessive	615777	16	XYLT1,XT1,DBQD2	608124	NA
Pseudoxanthoma elasticum, modifier of severity of	Autosomal recessive	264800	16	XYLT1,XT1,DBQD2	608124	NA
NA	NA	NA	16	NOMO2	609158	NA
NA	NA	NA	16	RPS15A	603674	NA
?Spastic paraplegia 61, autosomal recessive	Autosomal recessive	615685	16	ARL6IP1,KIAA0069,SPG61	607669	mutation identified in 1 family
NA	NA	NA	16	SMG1,LIP,KIAA0421	607032	NA
Coenzyme Q10 deficiency, primary, 8	None	616733	16	COQ7,CLK1,COQ10D8	601683	mutation identified in 1 COQ10D8 patient
NA	NA	NA	16	GDE1,MIR16	605943	NA
NA	NA	NA	16	CCP110,CP110,KIAA0419	609544	NA
NA	NA	NA	16	GPRC5B,RAIG2	605948	NA
NA	NA	NA	16	GP2	602977	previously assigned to chr.9
Medullary cystic kidney disease 2	None	603860	16	UMOD,HNFJ1,FJHN,MCKD2,ADMCKD2	191845	NA
Hyperuricemic nephropathy, familial juvenile 1	Autosomal dominant	162000	16	UMOD,HNFJ1,FJHN,MCKD2,ADMCKD2	191845	NA
Glomerulocystic kidney disease with hyperuricemia and isosthenuria	None	609886	16	UMOD,HNFJ1,FJHN,MCKD2,ADMCKD2	191845	NA
NA	NA	NA	16	ACSM5	614361	NA
NA	NA	NA	16	ACSM2A	614358	NA
NA	NA	NA	16	ACSM2B,HXMA	614359	NA
NA	NA	NA	16	ACSM1,MACS1	614357	NA
NA	NA	NA	16	THUMPD1	616662	NA
?Hypertension, essential	None	NA	16	ACSM3,SAH	145505	NA
NA	NA	NA	16	DCUN1D3,SCCRO3	616167	NA
NA	NA	NA	16	LYRM1	614709	NA
NA	NA	NA	16	DNAH3,DNAHC3B	603334	NA
NA	NA	NA	16	TMEM159	611304	NA
NA	NA	NA	16	ZP2	182888	NA
Chromosome 16p12.2-p11.2 deletion syndrome	Isolated cases	613604	16	DEL16p12.1p11.2,C16DELp12.1p11.2	613604	17.1-8.7 Mb contiguous gene deletion syndrome
Mental retardation, autosomal recessive 10/20	None	611096	16	MRT10,MRT20	611096	between rs724466 and rs3901517, rs7197568 and rs71972227
NA	NA	NA	16	ANKS4B,HARP,FLJ38819	609901	NA
Deafness, autosomal dominant 40	None	616357	16	CRYM,DFNA40	123740	NA
NA	NA	NA	16	IGSF6,DORA	606222	NA
Deafness, autosomal recessive 22	Autosomal recessive	607039	16	OTOA,DFNB22	607038	NA
Mitochondrial complex III deficiency, nuclear type 5	Autosomal recessive	615160	16	UQCRC2,MC3DN5	191329	NA
NA	NA	NA	16	EEF2K	606968	NA
NA	NA	NA	16	CDR2	117340	NA
NA	NA	NA	16	HS3ST2,30ST2	604056	NA
Bronchiectasis with or without elevated sweat chloride 3	Autosomal dominant	613071	16	SCNN1G,PHA1,BESC3	600761	same 400kb fragment as SCNN1B
Pseudohypoaldosteronism, type I	Autosomal recessive	264350	16	SCNN1G,PHA1,BESC3	600761	same 400kb fragment as SCNN1B
Liddle syndrome	Autosomal dominant	177200	16	SCNN1G,PHA1,BESC3	600761	same 400kb fragment as SCNN1B
Pseudohypoaldosteronism, type I	Autosomal recessive	264350	16	SCNN1B,BESC1	600760	NA
Liddle syndrome	Autosomal dominant	177200	16	SCNN1B,BESC1	600760	NA
Bronchiectasis with or without elevated sweat chloride 1	Autosomal dominant	211400	16	SCNN1B,BESC1	600760	NA
Congenital disorder of glycosylation, type IIe	None	608779	16	COG7,CDG2E	606978	NA
Combined oxidative phosphorylation deficiency 12	Autosomal recessive	614924	16	EARS2,KIAA1970,COXPD12	612799	NA
NA	NA	NA	16	NDUFAB1	603836	NA
Pancreatic cancer, susceptibility to, 3	None	613348	16	PALB2,FANCN,PNCA3	610355	NA
Breast cancer, susceptibility to	Autosomal dominant	114480	16	PALB2,FANCN,PNCA3	610355	NA
Fanconi anemia, complementation group N	None	610832	16	PALB2,FANCN,PNCA3	610355	NA
NA	NA	NA	16	DCTN5,p25	612962	NA
NA	NA	NA	16	ERN2	604034	NA
NA	NA	NA	16	PRKCB1,PKCB	176970	NA
Mitral valve prolapse, myxomatous 1	Autosomal dominant	157700	16	MMVP1,MVP,PMV	157700	NA
NA	NA	NA	16	CACNG3	606403	NA
NA	NA	NA	16	RBBP6	600938	NA
NA	NA	NA	16	TNRC6A,GW182,KIAA1460	610739	NA
NA	NA	NA	16	SLC5A11,KST1,SGLT6,SMIT2	610238	NA
NA	NA	NA	16	ARHGAP17,RICH1	608293	NA
NA	NA	NA	16	LCMT1	610286	NA
NA	NA	NA	16	AQP8	603750	NA
NA	NA	NA	16	HS3ST4,30ST4	604059	NA
NA	NA	NA	16	JMJD5	611917	NA
Atopy, susceptibility to	Autosomal dominant	147050	16	IL4R,IL4RA	147781	NA
AIDS, slow progression to	None	609423	16	IL4R,IL4RA	147781	NA
IgE, elevated level of	Autosomal dominant	147050	16	IL21R	605383	fusion partner with BCL6
Immunodeficiency, primary, autosomal recessive, IL21R-related	Autosomal recessive	615207	16	IL21R	605383	fusion partner with BCL6
NA	NA	NA	16	GTF3C1	603246	NA
NA	NA	NA	16	KIAA0556	616650	NA
NA	NA	NA	16	XPO6,EXP6,KIAA0370	608411	NA
Ceroid lipofuscinosis, neuronal, 3	Autosomal recessive	204200	16	CLN3,BTS	607042	NA
NA	NA	NA	16	APOBR,APOB48R	605220	NA
NA	NA	NA	16	IL27,IL30	608273	NA
Body mass index QTL16	None	613444	16	BMIQ16,DEL16p.11.2,C16DELp11.2	613444	NA
Chromosome 16p11.2 deletion syndrome, 220kb	None	613444	16	BMIQ16,DEL16p.11.2,C16DELp11.2	613444	NA
Autism susceptibility 14A	None	611913	16	DEL16p11.2,C16DELp11.2,AUTS14A	611913	NA
Chromosome 16p11.2 deletion syndrome, 593kb	None	611913	16	DEL16p11.2,C16DELp11.2,AUTS14A	611913	NA
Chromosome 16p11.2 duplication syndrome	None	614671	16	DUP16p11.2,C16DUPp11.2,AUTS14B	614671	NA
Autism, susceptibility to, 14B	None	614671	16	DUP16p11.2,C16DUPp11.2,AUTS14B	614671	NA
NA	NA	NA	16	INV16p11	615835	NA
NA	NA	NA	16	NUPR1,COM1,p8	614812	NA
NA	NA	NA	16	CCDC101,STAF36	613374	NA
NA	NA	NA	16	SULT1A2,STP2	601292	45kb from STP1
NA	NA	NA	16	SULT1A1,STP1,STP,PST	171150	NA
NA	NA	NA	16	EIF3C,EIF3S8	603916	NA
NA	NA	NA	16	ATXN2L,A2D	607931	pseudogene at 7p21
Combined oxidative phosphorylation deficiency 4	None	610678	16	TUFM,EFTU,COXPD4	602389	pseudogene on chr.17
NA	NA	NA	16	SH2B1,SH2B,KIAA1299	608937	NA
Brody myopathy	Autosomal recessive	601003	16	ATP2A1,SERCA1	108730	NA
NA	NA	NA	16	RABEP2	611869	NA
Immunodeficiency, common variable, 3	Autosomal recessive	613493	16	CD19,CVID3	107265	NA
NA	NA	NA	16	NFATC2IP,NIP45	614525	NA
NA	NA	NA	16	SPNS1,SPIN1	612583	NA
NA	NA	NA	16	LAT	602354	NA
NA	NA	NA	16	BOLA2	613182	NA
NA	NA	NA	16	SLX1B,GIYD2	615823	NA
NA	NA	NA	16	SULT1A4	615819	NA
NA	NA	NA	16	SPN,LSN,CD43	182160	NA
NA	NA	NA	16	QPRT	606248	NA
Spondyloepimetaphyseal dysplasia with joint laxity, type 2	Autosomal dominant	603546	16	KIF22,KNSL4,KID,OBP,SEMDJL2	603213	NA
NA	NA	NA	16	MAZ,ZF87,PUR1	600999	NA
Seizures, benign familial infantile, 2	Autosomal dominant	605751	16	PRRT2,PKC,DYT10,EKD1,BFIS2,BFIC2,ICCA	614386	NA
Episodic kinesigenic dyskinesia 1	Autosomal dominant	128200	16	PRRT2,PKC,DYT10,EKD1,BFIS2,BFIC2,ICCA	614386	NA
Convulsions, familial infantile, with paroxysmal choreoathetosis	Autosomal dominant	602066	16	PRRT2,PKC,DYT10,EKD1,BFIS2,BFIC2,ICCA	614386	NA
NA	NA	NA	16	PAGR1,C16orf53,PA1	612033	NA
NA	NA	NA	16	MVP,LRP	605088	NA
NA	NA	NA	16	SEZ6L2,BSRPA	616667	NA
NA	NA	NA	16	KCTD13,POLDIP1,FKSG86	608947	NA
NA	NA	NA	16	TAOK2,TAO2,KIAA0881,PSK,PSK1	613199	NA
NA	NA	NA	16	HIRIP3	603365	NA
NA	NA	NA	16	DOC2A	604567	NA
NA	NA	NA	16	FAM57B	615175	NA
Glycogen storage disease XII	Autosomal recessive	611881	16	ALDOA,GSD12	103850	pseudogenes on 3 and 10
NA	NA	NA	16	PPP4C,PP4,PPX	602035	NA
Spondylocostal dysostosis 5	Autosomal dominant	122600	16	TBX6,SCDO5	602427	NA
NA	NA	NA	16	YPEL3	609724	NA
NA	NA	NA	16	GDPD3,GDE7	616318	NA
NA	NA	NA	16	MAPK3,PRKM3,ERK1	601795	NA
Immunodeficiency 8	Autosomal recessive	615401	16	CORO1A,TACO,CLIPINA,IMD8	605000	NA
NA	NA	NA	16	SLX1A,GIYD1	615822	NA
NA	NA	NA	16	SULT1A3,STM	600641	NA
NA	NA	NA	16	CD2BP2	604470	NA
NA	NA	NA	16	TBC1D10B	613620	NA
NA	NA	NA	16	SEPT1,DIFF6	612897	NA
NA	NA	NA	16	DCTPP1	615840	NA
NA	NA	NA	16	SEPHS2,SPS2	606218	NA
NA	NA	NA	16	ITGAL,CD11A,LFA1A	153370	NA
NA	NA	NA	16	FBRS,FBS1	608601	NA
Floating-Harbor syndrome	Autosomal dominant	136140	16	SRCAP,SWR1,KIAA0309,FLHS	611421	NA
Cirrhosis due to liver phosphorylase kinase deficiency	None	NA	16	PHKG2,GSD9C	172471	NA
Glycogen storage disease IXc	Autosomal recessive	613027	16	PHKG2,GSD9C	172471	NA
NA	NA	NA	16	RNF40,BRE1B,RBP95,KIAA0661	607700	NA
NA	NA	NA	16	BCL7C	605847	NA
NA	NA	NA	16	CTF1,CT1	600435	NA
NA	NA	NA	16	FBXL19,FBL19	609085	NA
NA	NA	NA	16	SETD1A,SET1A,SET1,KIAA0339	611052	NA
NA	NA	NA	16	ORAI3,TMEM142C	610930	NA
Bile acid synthesis defect, congenital, 1	Autosomal recessive	607765	16	HSD3B7,CBAS1	607764	NA
Generalized epilepsy with febrile seizures plus, type 9	Autosomal dominant	616172	16	STX1B,GEFSP9	601485	NA
NA	NA	NA	16	STX4,STX4A	186591	NA
NA	NA	NA	16	PRSS53,POL3S	610561	NA
Vitamin K-dependent clotting factors, combined deficiency of, 2	None	607473	16	VKORC1,VKOR,VKCFD2,FLJ00289	608547	NA
Warfarin resistance	Autosomal dominant	122700	16	VKORC1,VKOR,VKCFD2,FLJ00289	608547	NA
Branched-chain ketoacid dehydrogenase kinase deficiency	None	614923	16	BCKDK,BDK,BCKDKD	614901	NA
NA	NA	NA	16	KAT8,MYST1,MOF	609912	NA
NA	NA	NA	16	PRSS8	600823	NA
NA	NA	NA	16	PRSS36	610560	NA
Tremor, hereditary essential, 4	Autosomal dominant	614782	16	FUS,TLS,ALS6,ETM4	137070	fused with DDIT3 in myxoid liposarcoma, with ERG in leukemia, and ATF1 in angiomatoid fibrous histiocytoma
Amyotrophic lateral sclerosis 6, with or without frontotemporal dementia	None	608030	16	FUS,TLS,ALS6,ETM4	137070	fused with DDIT3 in myxoid liposarcoma, with ERG in leukemia, and ATF1 in angiomatoid fibrous histiocytoma
NA	NA	NA	16	PYCARD,TMS1,ASC	606838	NA
NA	NA	NA	16	TRIM72,MG53	613288	NA
NA	NA	NA	16	PYDC1,POP1,PYC1,ASC2	615700	NA
Systemic lupus erythematous, association with susceptibility to, 6	None	609939	16	ITGAM,CR3A,CD11B,MAC1A,SLEB6	120980	?in same restriction fragment as LFA1A
NA	NA	NA	16	ITGAX,CD11C	151510	NA
NA	NA	NA	16	ITGAD,CD11D	602453	NA
ACTH-independent macronodular adrenal hyperplasia 2	Autosomal dominant; Somatic mutation	615954	16	ARMC5,AIMAH2	615549	NA
NA	NA	NA	16	TGFB1I1,ARA55,HIC5	602353	NA
Renal glucosuria	Autosomal recessive; Autosomal dominant	233100	16	SLC5A2,SGLT2	182381	NA
NA	NA	NA	16	ERAF,EDRF,AHSP	605821	NA
NA	NA	NA	16	ZNF267,HZF2	604752	NA
Alopecia areata 2	None	610753	16	AA2	610753	max lod at D16S415
Dupuytren contracture 1	Autosomal dominant	126900	16	DUPC1	126900	max lod at D16S415
Psoriasis susceptibility 8	None	610707	16	PSORS8	610707	proximal to D16S3034
Specific language impairment QTL, 1	Multifactorial	606711	16	SLI1	606711	NA
Wilms tumor, type 3	Autosomal dominant	194090	16	WT3	194090	loss of heterozygosity
NA	NA	NA	16	SHCBP1,PAL	611027	NA
Parkinson disease 17	Autosomal dominant	614203	16	VPS35,MEM3,PARK17	601501	NA
Meier-Gorlin syndrome 3	Autosomal recessive	613803	16	ORC6,ORC6L	607213	NA
NA	NA	NA	16	MYLK3,MLCK	612147	NA
?Mental retardation, autosomal recessive 49	None	616281	16	GPT2,ALT2,MRT49	138210	mutation identified in 1 MRT49 family
NA	NA	NA	16	DNAJA2,DJ3,CPR3	611322	NA
Spiegler-Brooke syndrome	Autosomal dominant	605041	16	SBS	605041	NA
Tooth agenesis, selective, 2	None	602639	16	STHAG2,HYD2	602639	NA
Stuttering, familial persistent, 4	None	614668	16	STUT4	614668	max lod at D16S3043
NA	NA	NA	16	NEOT2	607974	NA
NA	NA	NA	16	ITFG1,TIP	611803	NA
Phosphorylase kinase deficiency of liver and muscle, autosomal recessive	Autosomal recessive	261750	16	PHKB	172490	NA
NA	NA	NA	16	ABCC12,MRP9	607041	NA
Axillary odor, variation in	Autosomal dominant	117800	16	ABCC11,MRP8,EWWD,WW	607040	NA
Earwax, wet/dry	Autosomal dominant	117800	16	ABCC11,MRP8,EWWD,WW	607040	NA
Colostrum secretion, variation in	Autosomal dominant	117800	16	ABCC11,MRP8,EWWD,WW	607040	NA
NA	NA	NA	16	SIAH1	602212	NA
NA	NA	NA	16	CLN1	600432	NA
Nephronophthisis 14	Autosomal recessive; Autosomal dominant	614844	16	ZNF423,ZFP423,OAZ,KIAA0760,NPHP14,JBTS19	604557	NA
Joubert syndrome 19	Autosomal recessive; Autosomal dominant	614844	16	ZNF423,ZFP423,OAZ,KIAA0760,NPHP14,JBTS19	604557	NA
NA	NA	NA	16	HEATR3,SYO1	614951	NA
NA	NA	NA	16	ADCY7	600385	NA
NA	NA	NA	16	NKD1	607851	NA
NA	NA	NA	16	SNX20,SLIC1	613281	NA
Psoriatic arthritis, susceptibility to	None	607507	16	NOD2,CARD15,IBD1,CD,ACUG,PSORAS1	605956	NA
Inflammatory bowel disease 1	Multifactorial	266600	16	NOD2,CARD15,IBD1,CD,ACUG,PSORAS1	605956	NA
Sarcoidosis, early-onset	None	609464	16	NOD2,CARD15,IBD1,CD,ACUG,PSORAS1	605956	NA
Blau syndrome	Autosomal dominant	186580	16	NOD2,CARD15,IBD1,CD,ACUG,PSORAS1	605956	NA
Trichoepithelioma, multiple familial, 1	Autosomal dominant	601606	16	CYLD,CDMT,EAC,MFT1,KIAA0849,BRSS	605018	behaves as tumor suppressor
Cylindromatosis, familial	Autosomal dominant	132700	16	CYLD,CDMT,EAC,MFT1,KIAA0849,BRSS	605018	behaves as tumor suppressor
Brooke-Spiegler syndrome	Autosomal dominant	605041	16	CYLD,CDMT,EAC,MFT1,KIAA0849,BRSS	605018	behaves as tumor suppressor
Townes-Brocks syndrome	Autosomal dominant	107480	16	SALL1,HSAL1,TBS	602218	NA
Townes-Brocks branchiootorenal-like syndrome	Autosomal dominant	107480	16	SALL1,HSAL1,TBS	602218	NA
Body mass index QTL14	Autosomal recessive	612460	16	BMIQ14	612460	associated with rs9939609
NA	NA	NA	16	RBL2	180203	NA
NA	NA	NA	16	AKTIP,FTS,FT1	608483	NA
Meckel syndrome 5	Autosomal recessive	611561	16	RPGRIP1L,KIAA1005,JBTS7,MKS5	610937	NA
Joubert syndrome 7	None	611560	16	RPGRIP1L,KIAA1005,JBTS7,MKS5	610937	NA
COACH syndrome	Autosomal recessive	216360	16	RPGRIP1L,KIAA1005,JBTS7,MKS5	610937	NA
Obesity, susceptibility to, BMIQ14	Autosomal recessive	612460	16	FTO,GDFD,BMIQ14	610966	NA
Growth retardation, developmental delay, facial dysmorphism	Autosomal recessive	612938	16	FTO,GDFD,BMIQ14	610966	NA
NA	NA	NA	16	IRX3,IRXB1	612985	NA
NA	NA	NA	16	CRNDE	615624	NA
Hamamy syndrome	Autosomal recessive	611174	16	IRX5,HMMS	606195	NA
NA	NA	NA	16	IRX6,IRX7	606196	NA
Multicentric osteolysis, nodulosis, and arthropathy	Autosomal recessive	259600	16	MMP2,CLG4A,MONA	120360	near MT1,2
NA	NA	NA	16	LPCAT1,AYTL1	612040	NA
Orthostatic intolerance	None	604715	16	SLC6A2,NAT1,NET1	163970	NA
Carboxylesterase 1 deficiency	None	NA	16	CES1,SES1	114835	NA
Anisomastia	None	605746	16	ANMA	605746	NA
Episodic kinesigenic dyskinesia 2	Autosomal dominant	611031	16	EKD2	611031	max lod at D16S503
Epileptic encephalopathy, early infantile, 17	Autosomal dominant	615473	16	GNAO1,EIEE17	139311	close to MT1 in mouse
NA	NA	NA	16	AMFR,GP78	603243	NA
NA	NA	NA	16	CPSF5,CFIM25	604978	NA
NA	NA	NA	16	OGFOD1	615857	NA
Retinitis pigmentosa 74	Autosomal recessive	616562	16	BBS2,RP74	606151	NA
Bardet-Biedl syndrome 2	Autosomal recessive	615981	16	BBS2,RP74	606151	NA
NA	NA	NA	16	MT4,MTIV	606206	NA
NA	NA	NA	16	MT3,GIFB	139255	NA
NA	NA	NA	16	MT2A,MT2	156360	pseudogene MT2P1 on 4cen-q21
NA	NA	NA	16	MT1L	156358	NA
NA	NA	NA	16	MT1E	156351	NA
NA	NA	NA	16	MT1K	156357	NA
NA	NA	NA	16	MT1J	156356	NA
NA	NA	NA	16	MT1A	156350	proximal to FRA16B
NA	NA	NA	16	MT1B	156349	NA
NA	NA	NA	16	MT1F	156352	NA
NA	NA	NA	16	MT1G	156353	NA
NA	NA	NA	16	MT1H	156354	NA
NA	NA	NA	16	MT1I	156355	NA
NA	NA	NA	16	MT1X	156359	NA
NA	NA	NA	16	NUP93,NIC96,KIAA0095	614351	NA
NA	NA	NA	16	MIR138-2,MIRN138-2	613395	NA
Gitelman syndrome	Autosomal recessive	263800	16	SLC12A3,NCCT,TSC	600968	NA
NA	NA	NA	16	HERPUD1,MIF1,HERP,KIAA0025	608070	NA
High density lipoprotein cholesterol level QTL 10	Autosomal dominant	143470	16	CETP,HDLCQ10	118470	NA
Hyperalphalipoproteinemia	Autosomal dominant	143470	16	CETP,HDLCQ10	118470	NA
NA	NA	NA	16	NLRC5	613537	NA
NA	NA	NA	16	CPNE2,CPN2	604206	NA
Spondylopeimetaphyseal dsyplasia, Faden-Alkuraya type	Autosomal recessive	616723	16	RSPRY1,KIAA1972,SEMDFA	616585	NA
Retinitis pigmentosa with or without situs inversus	Autosomal recessive	615434	16	ARL2BP,BART	615407	NA
NA	NA	NA	16	PLLP,PMLP,TM4SF11	600340	NA
Optic atroph 8	Autosomal dominant	616648	16	OPA8	616648	max lod at D16S752
Spinocerebellar ataxia, autosomal recessive 12	Autosomal recessive	614322	16	SCAR12	614322	between D16S3091 and D16S3050
NA	NA	NA	16	CCL22,SCYA22	602957	NA
NA	NA	NA	16	CX3CL1,SCYD1,NTT,NTN	601880	NA
NA	NA	NA	16	CCL17,SCYA17,TARC	601520	NA
NA	NA	NA	16	CIAPIN1	608943	NA
Coenzyme Q10 deficiency, primary, 5	Autosomal recessive	614654	16	COQ9,C16orf49,COQ10D5	612837	NA
NA	NA	NA	16	POLR2C	180663	NA
NA	NA	NA	16	DOK4	608333	NA
Polymicrogyria, bilateral perisylvian	None	615752	16	GPR56,TM7XN1,BFPP,BPPR	604110	NA
Polymicrogyria, bilateral frontoparietal	Autosomal recessive	606854	16	GPR56,TM7XN1,BFPP,BPPR	604110	NA
Lissencephaly 6, with microcephaly	Autosomal recessive	616212	16	KATNB1,LIS6	602703	NA
NA	NA	NA	16	KIFC3	604535	NA
Retinitis pigmentosa 45	Autosomal recessive	613767	16	CNGB1,CNCG3L,CNCG2,RP45	600724	NA
NA	NA	NA	16	TEPP	610264	NA
Poikiloderma with neutropenia	Autosomal recessive	604173	16	C16orf57,PN	613276	NA
NA	NA	NA	16	MMP15	602261	NA
NA	NA	NA	16	CSNK2A2	115442	NA
NA	NA	NA	16	CCDC113	616070	NA
NA	NA	NA	16	GINS3,PSF3	610610	NA
NA	NA	NA	16	NDRG4,SMAP8,KIAA1180	614463	NA
NA	NA	NA	16	SETD6	616424	NA
NA	NA	NA	16	CNOT1,NOT1	604917	NA
NA	NA	NA	16	SLC38A7,SNAT7	614236	NA
NA	NA	NA	16	GOT2	138150	?pseudogenes on 12 and 1
NA	NA	NA	16	CDH8	603008	NA
NA	NA	NA	16	CDH11,CAD11	600023	NA
NA	NA	NA	16	CDH5	601120	NA
Spinocerebellar ataxia 31	Autosomal dominant	117210	16	BEAN,SCA31	612051	NA
Mitochondrial DNA depletion syndrome 2 (myopathic type)	Autosomal recessive	609560	16	TK2,MTDPS2	188250	NA
NA	NA	NA	16	CKLF,HSPC224	616074	NA
NA	NA	NA	16	CMTM1,CKLFSF1	607884	NA
NA	NA	NA	16	CMTM2,CKLFSF2	607885	NA
NA	NA	NA	16	CMTM4,CKLFSF4	607887	NA
Aneurysmal bone cysts	None	606179	16	ANBC	606179	t(16:17); ?defect at 17p13
Atrial fibrillation, familial, 8	None	613055	16	ATFB8	613055	associated with rs7193343
Chromosome 16q22 deletion syndrome	Isolated cases	614541	16	C16DELq22,DEL16q22	614541	NA
Colorectal cancer, susceptibility to, 9	None	612590	16	CRCS9	612590	associated with rs9929218
Otosclerosis 4	Autosomal dominant	611571	16	OTSC4	611571	between D16S3107 and D16S3097
Spinocerebellar ataxia 4	Autosomal dominant	600223	16	SCA4	600223	NA
NA	NA	NA	16	CMTM3,CKLFSF3	607886	NA
NA	NA	NA	16	NAE1,APPBP1	603385	NA
NA	NA	NA	16	CA7	114770	NA
NA	NA	NA	16	PDP2,KIAA1348	615499	NA
NA	NA	NA	16	CDH16	603118	NA
NA	NA	NA	16	RRAD	179503	NA
NA	NA	NA	16	FAM96B,MIP18	614778	NA
NA	NA	NA	16	CES2	605278	NA
NA	NA	NA	16	CES3,ES31	605279	NA
Myeloid leukemia, acute, M4/M4Eo subtype, somatic	None	601626	16	CBFB,PEBP2B	121360	inv(16)(p13;q22); fuses to MYH11
NA	NA	NA	16	TRADD	603500	NA
NA	NA	NA	16	FBXL8,FBL8	609077	NA
Cataract 5, multiple types	Autosomal dominant	116800	16	HSF4,CTM,CTRCT5	602438	NA
Myoclonus, familial cortical	Autosomal dominant	614937	16	NOL3,NOP,MYC,ARC,FCM	605235	NA
NA	NA	NA	16	EXOC3L1,EXOC3L	614117	NA
NA	NA	NA	16	E2F4	600659	NA
NA	NA	NA	16	MIR328,MIRN328	613701	NA
NA	NA	NA	16	ELMO3	606422	NA
NA	NA	NA	16	FHOD1,FHOS	606881	NA
NA	NA	NA	16	SLC9A5,NHE5	600477	NA
NA	NA	NA	16	PLEKHG4	609526	NA
Apparent mineralocorticoid excess	Autosomal recessive	218030	16	HSD11B2,HSD11K,AME	614232	NA
